"rings"	"length"	"diameter"	"height"	"whole"	"shucked"	"viscera"	"shell"	"infant"
"924"	6	77	53	0.08	50.2	24.8	7.4	14	1
"925"	9	123	95	0.155	205.4	89.4	50	57	0
"926"	10	107	87	0.16	162.1	63.1	35.9	48	0
"927"	12	122	99	0.185	221.7	74.1	62.7	66	0
"928"	10	116	90	0.14	164.8	69.3	35.3	52.6	0
"929"	13	124	97	0.18	235.7	93.5	53.1	78	1
"930"	11	118	83	0.15	176.1	72.9	46.8	47	0
"931"	10	111	86	0.155	147.9	62.7	28.7	56	1
"932"	15	121	94	0.115	222.8	78.5	58.2	62	0
"933"	5	55	41	0.065	20.2	8.2	4.2	6.8	1
"934"	10	146	111	0.18	337.9	131.1	39.3	98.7	0
"935"	15	111	87	0.135	171.6	75.4	31.7	58	0
"936"	9	108	81	0.125	178.2	96.3	38.3	40.4	0
"937"	9	130	104	0.175	253.1	123	55.5	67.2	0
"938"	8	99	77	0.125	117	55.1	24.7	33	1
"939"	9	120	97	0.145	155.2	70.9	31.7	47.8	0
"940"	14	97	79	0.14	125.9	45.7	25.4	45	0
"941"	13	115	91	0.185	231.2	110.5	48.6	59	0
"942"	10	123	96	0.165	232.3	102.6	60.2	61	0
"943"	9	124	95	0.16	264.9	137.3	46.6	65.5	0
"944"	12	132	107	0.175	303.5	142.2	62.5	83	0
"945"	17	116	91	0.16	184.3	62.4	39.2	60	0
"946"	10	126	96	0.165	252.3	110.1	55.4	77.7	0
"947"	20	117	94	0.17	219.8	79.5	46.5	71.6	0
"948"	15	109	88	0.165	148.8	57.5	40.8	50	0
"949"	8	106	84	0.14	125.4	58.1	23.3	36.6	0
"950"	9	84	69	0.115	68.7	30.3	15.9	23	1
"951"	9	127	101	0.17	252.7	102.4	64.4	71	0
"952"	9	122	95	0.15	228.4	124	47.4	49	0
"953"	10	121	98	0.14	195.1	83.8	41.2	63	0
"954"	8	94	74	0.11	111.1	50	23	32.6	1
"955"	11	108	85	0.13	163.1	73.5	27.3	49.2	1
"956"	8	82	65	0.11	65.2	26.5	15	20.2	1
"957"	8	71	55	0.085	44	18.4	12	30	1
"958"	12	115	90	0.12	191.7	89.4	33.8	55	0
"959"	27	133	107	0.225	436.7	150.7	78.2	177	0
"960"	8	94	70	0.1	95.5	37.7	17.7	35	0
"961"	9	95	70	0.125	84.5	38.1	15.8	27.1	1
"962"	9	125	100	0.165	257.6	114.6	60.7	63	0
"963"	13	148	107	0.185	330	146.8	90.1	67	0
"964"	15	113	90	0.195	200.7	81.2	50.1	57	0
"965"	4	63	47	0.075	25.7	10.2	5.6	8.1	1
"966"	9	114	91	0.15	190.4	77.9	43.1	54.9	0
"967"	10	129	103	0.175	309.2	140.7	73	83	0
"968"	12	100	76	0.155	119.1	42.7	32.2	40	0
"969"	13	93	71	0.125	105.1	40.5	27	29	0
"970"	11	135	101	0.16	306.4	148	71.4	76.3	0
"971"	9	120	90	0.15	192.5	87.5	44.5	55.5	0
"972"	9	106	83	0.11	114.9	50.5	24.7	37.8	1
"973"	13	105	82	0.165	160.1	52.7	39.7	50	0
"974"	9	118	91	0.16	218	100	44.3	58.4	0
"975"	4	33	23	0.015	2.9	1.1	0.6	1	1
"976"	11	125	101	0.175	230	109.5	51.2	60.9	0
"977"	11	98	77	0.125	107.9	43.5	25.6	33	0
"978"	5	51	38	0.06	17.2	8	3.7	5	1
"979"	7	65	48	0.085	34.6	15.9	7.6	10	0
"980"	11	126	99	0.175	253.9	121	54.2	65.6	0
"981"	7	78	58	0.1	56.9	25.1	12.7	16.2	1
"982"	14	94	80	0.16	102	32.3	14.6	39.6	1
"983"	12	117	83	0.155	139.7	60	29.2	39	0
"984"	10	120	90	0.14	167.4	74	35.4	48.5	0
"985"	9	119	93	0.15	215.3	98.2	44	57.4	0
"986"	9	117	90	0.145	196.7	96.9	48.4	44	0
"987"	11	103	85	0.135	142.4	53.3	32.1	50	0
"988"	11	121	97	0.15	247.6	126.3	45.2	66	1
"989"	9	112	89	0.165	166.4	69.1	35.8	55.8	1
"990"	8	103	79	0.135	201.4	94.4	49.9	50.4	0
"991"	11	154	121	0.175	410.1	160.1	105.2	71	0
"992"	9	140	113	0.18	350.2	179	67.1	89.2	0
"993"	8	95	72	0.11	98.4	42.2	22	30	1
"994"	9	94	71	0.12	98.3	35.3	22.5	26.5	1
"995"	11	136	103	0.16	246.9	123.6	52.5	65	0
"996"	14	139	106	0.15	295.4	127.5	60.5	86	0
"997"	15	121	95	0.18	187.3	78.8	43.8	59	0
"998"	8	85	68	0.1	74.2	30	17.3	23	1
"999"	17	132	104	0.2	335.2	134.6	96.1	90	0
"1000"	11	122	98	0.16	230.9	117.3	47.7	58.3	1
"1001"	8	118	91	0.145	212.6	103.1	48.9	50	0
"1002"	9	108	85	0.16	189.1	73.5	40.1	59	0
"1003"	10	114	87	0.13	150.7	69.8	35.1	38.8	0
"1004"	7	83	65	0.1	66.7	28.9	14.3	19	1
"1005"	12	120	95	0.16	232.8	100.9	52.7	67	0
"1006"	7	72	57	0.105	48.3	18.3	11.4	15	1
"1007"	8	87	68	0.11	75.9	29.9	17	24	1
"1008"	9	108	86	0.14	163.9	78.7	34.5	45.9	1
"1009"	13	140	115	0.205	359.5	145.9	78.7	103.3	0
"1010"	5	57	42	0.055	20.2	8.3	3.4	6.7	1
"1011"	8	114	90	0.135	156.1	66.9	37	42	0
"1012"	14	121	98	0.145	260	103.4	65.7	62	0
"1013"	6	66	49	0.065	28.9	11.6	6.4	10.1	1
"1014"	6	81	62	0.065	64.1	31.5	13.2	17.6	1
"1015"	11	135	108	0.21	318.6	137.2	63.6	90	0
"1016"	19	90	71	0.12	82.4	22.9	13.3	32	1
"1017"	14	118	90	0.16	178.6	54.9	43.7	69	1
"1018"	9	116	91	0.17	186	81.6	51.8	44	0
"1019"	12	104	80	0.165	171.3	54.9	40.2	42	0
"1020"	9	117	94	0.145	191.3	80.5	47.3	53	0
"1021"	14	124	97	0.205	243.8	77.5	50.1	77	0
"1022"	7	65	50	0.08	35.2	11.9	7.1	12.6	1
"1023"	14	110	93	0.15	216.4	71.5	38.8	38	0
"1024"	19	132	104	0.18	302.8	105.2	59.5	84	0
"1025"	6	68	51	0.075	36	14.9	8	10.5	1
"1026"	8	100	72	0.12	87.8	37.5	21.1	26.1	1
"1027"	10	127	95	0.17	238.7	104.1	53.9	73.3	0
"1028"	11	116	93	0.145	177.4	88.1	33.1	53	0
"1029"	10	110	86	0.13	167.9	63.1	39.1	48.1	0
"1030"	10	126	95	0.155	200.1	90.4	50.4	53	0
"1031"	9	110	83	0.135	152.7	63.6	42	40	0
"1032"	9	101	78	0.13	134.8	63.3	28.2	35.7	0
"1033"	9	117	84	0.145	134.7	57.9	26.9	44	1
"1034"	8	77	51	0.1	63.5	27.4	13.6	18.4	0
"1035"	11	135	102	0.15	239.3	95	60.8	77.2	0
"1036"	11	149	113	0.215	386.2	179.2	91.7	100	0
"1037"	10	137	102	0.165	309	137.2	75.5	81.1	0
"1038"	9	149	114	0.215	450	231.3	89.2	111.6	0
"1039"	15	96	78	0.145	116.5	46.3	24.2	51	1
"1040"	8	107	84	0.13	139.8	62.5	31.3	40.7	0
"1041"	9	119	92	0.14	170.4	84.3	45.1	45.4	0
"1042"	8	106	85	0.13	151.7	65	39.4	41	0
"1043"	9	97	78	0.1	111.3	44.3	23.1	37	0
"1044"	9	133	100	0.17	259.5	120.7	58.2	71.9	1
"1045"	9	77	61	0.09	55.5	21.8	10.3	20	0
"1046"	5	64	47	0.065	27.7	11.6	4.5	10	1
"1047"	9	110	83	0.18	233.1	100.4	60.2	62.2	0
"1048"	10	106	81	0.15	166.3	70.4	37.4	50.5	0
"1049"	10	110	87	0.14	159.9	59	38.1	47.6	1
"1050"	11	110	84	0.115	133.6	58.5	27.4	41.8	1
"1051"	4	27	26	0.04	5.8	2.5	1.3	1.6	1
"1052"	10	139	110	0.205	434.6	226.6	93.3	99.2	0
"1053"	6	74	58	0.08	50.9	21.6	11.3	14	1
"1054"	10	104	80	0.13	116.5	46.6	27.3	36	1
"1055"	6	62	47	0.09	25.4	9.6	6.2	8	1
"1056"	11	127	99	0.195	259.4	111.2	59.7	74	0
"1057"	6	68	50	0.09	35.8	15.5	6.6	11	1
"1058"	8	93	71	0.12	106.3	54.5	19.4	27.9	0
"1059"	15	110	87	0.145	168.6	65.6	38.3	51	0
"1060"	8	96	76	0.12	121.6	54.1	28.1	37	0
"1061"	12	103	78	0.14	111.1	40	22.7	44.7	1
"1062"	12	129	100	0.175	257.2	112.9	57.6	77.2	0
"1063"	12	115	90	0.185	185	68.4	39.4	70	0
"1064"	20	106	83	0.13	168.5	55	38.9	53	0
"1065"	9	140	105	0.19	329.3	170.9	61.4	79.9	0
"1066"	10	110	85	0.15	166.3	82.2	35.3	43.3	0
"1067"	9	115	91	0.16	197.9	99	39	49.2	1
"1068"	12	130	102	0.175	289.2	129.7	54.1	90	0
"1069"	10	137	107	0.155	276.9	132.3	42.9	81.5	0
"1070"	8	122	96	0.165	248.7	111.5	53.5	74.4	0
"1071"	11	130	118	0.22	332.4	154	75.6	87	0
"1072"	22	104	79	0.18	128	31.6	22	49	0
"1073"	11	110	89	0.125	134.4	57.6	27.3	42	1
"1074"	6	84	63	0.115	71	37.9	13	17.4	1
"1075"	9	105	78	0.12	132.8	62.3	29.4	35.6	1
"1076"	9	77	58	0.09	52.3	22.2	11.9	14.9	1
"1077"	9	73	52	0.115	43.6	18.7	8.9	14	1
"1078"	13	94	75	0.13	115.9	42.9	32.8	39	0
"1079"	7	85	62	0.09	60.2	27.7	13	16	1
"1080"	12	107	88	0.15	135.3	51.2	27.8	52	0
"1081"	13	139	116	0.2	379.9	135	95.6	105.9	0
"1082"	13	132	106	0.17	265.2	103.8	52.5	88	0
"1083"	10	85	68	0.12	77.6	29.8	17.4	25	0
"1084"	9	114	87	0.125	179.3	76.6	36.7	55	0
"1085"	11	125	100	0.16	243.4	114.5	41.4	71	0
"1086"	6	70	53	0.08	38.4	16.2	9.3	10.6	1
"1087"	12	141	107	0.18	337	138.6	84	80.9	0
"1088"	8	133	103	0.165	277.1	124.2	60.4	68.9	0
"1089"	5	51	38	0.075	17.3	6.9	4.1	5	1
"1090"	10	110	85	0.135	131.2	51.4	34	40.6	1
"1091"	12	115	90	0.1	186.3	86.2	44.4	47	0
"1092"	14	139	106	0.2	409.5	150	83.9	121.9	0
"1093"	18	145	112	0.21	428.2	130	79.6	201	0
"1094"	7	73	55	0.085	44.6	19.6	7.5	15	1
"1095"	13	110	86	0.16	185.9	63.4	34.7	71	0
"1096"	9	58	45	0.075	30.4	14.2	11.8	9	1
"1097"	10	134	100	0.19	303.8	123.2	77.6	83	0
"1098"	9	127	100	0.165	291.9	141	52.9	78	0
"1099"	8	80	64	0.11	70.6	28.1	19.7	20	0
"1100"	10	109	82	0.125	130.8	58.9	26.3	41	0
"1101"	10	116	92	0.185	203.4	70.3	40	64	0
"1102"	9	95	71	0.125	97.3	43.1	22.1	28.4	1
"1103"	10	107	80	0.15	244.8	123.6	55	57.5	0
"1104"	12	155	126	0.25	555.9	269.7	152	115.6	0
"1105"	10	125	98	0.165	241	103.5	62.1	69.3	0
"1106"	8	111	87	0.14	149.9	68.2	32.9	42.8	0
"1107"	12	117	91	0.155	226.6	110.3	44.6	61	0
"1108"	11	130	103	0.18	292.6	131.6	62.7	82.3	0
"1109"	7	81	61	0.09	56.5	22.8	11.5	19	1
"1110"	9	88	75	0.13	97.4	45.2	19.3	31	0
"1111"	7	70	52	0.095	42.2	17.2	11.2	13.6	1
"1112"	9	134	105	0.195	288.1	131.9	53.5	85	0
"1113"	11	120	95	0.175	268.9	109.8	57.5	72	0
"1114"	8	101	78	0.115	132	60.9	31.1	35	0
"1115"	11	93	72	0.125	87.3	33.8	21.5	29	0
"1116"	11	102	81	0.12	122	45.8	26.2	47	1
"1117"	8	77	58	0.09	47.3	20	10.1	15.2	1
"1118"	8	112	84	0.15	175.1	88	39.3	46.3	0
"1119"	11	114	92	0.155	200.1	90.8	41	53	0
"1120"	9	100	79	0.14	124.3	58.5	24.1	39	1
"1121"	11	139	113	0.19	352.7	149.3	79.8	99.5	0
"1122"	17	133	111	0.195	287.7	116.2	70.8	72	0
"1123"	13	135	105	0.16	256.7	114.4	55.1	70.9	0
"1124"	4	51	36	0.055	16.6	6.2	4.3	4	1
"1125"	11	134	109	0.2	340.5	166.6	74.8	82	0
"1126"	11	113	90	0.165	177.4	74	47.8	49.8	0
"1127"	6	81	60	0.09	53.8	20.6	13.4	22	1
"1128"	9	95	73	0.125	109.3	45.8	23.7	34.4	1
"1129"	11	136	108	0.195	356.5	111.3	64.7	85.7	0
"1130"	8	94	71	0.18	96	41.1	21	30.1	1
"1131"	11	122	99	0.16	217.8	93.8	39.6	76.8	0
"1132"	11	118	98	0.135	201.6	84.4	44.9	57	0
"1133"	7	70	50	0.1	80.3	34.5	12.6	25.1	1
"1134"	10	144	110	0.2	399.3	180.7	93.8	104.3	0
"1135"	8	59	46	0.085	25	8.4	5.7	8.6	0
"1136"	9	114	90	0.15	192.9	106.2	37.8	41.8	0
"1137"	13	70	51	0.085	42.9	20	9.3	12	0
"1138"	12	113	90	0.16	159	72.1	31.1	46	0
"1139"	13	111	88	0.135	180.5	76.1	42.1	56	0
"1140"	10	109	87	0.15	137.1	58.1	29	45	0
"1141"	11	112	89	0.165	205.7	90.7	50.6	55	1
"1142"	5	47	35	0.04	14.1	6.7	3	4	1
"1143"	8	105	80	0.14	144.1	73.7	29	34.7	0
"1144"	14	114	93	0.155	174.4	64.9	47.8	57	0
"1145"	14	100	77	0.155	152.4	75.9	32.2	38	1
"1146"	9	84	66	0.1	70.4	32.7	17.8	20	1
"1147"	10	117	92	0.15	241.2	116.2	43.2	64.6	0
"1148"	6	63	47	0.075	29.7	11.7	7.5	8.5	1
"1149"	7	69	53	0.1	49.1	22.2	10.7	13	1
"1150"	11	130	105	0.175	294.3	135	63	79.8	0
"1151"	11	117	90	0.175	225.5	98.5	52.4	67	0
"1152"	5	75	53	0.095	39.2	17	8.4	11.7	1
"1153"	9	109	86	0.14	166.4	87.1	34	40.2	0
"1154"	17	103	81	0.14	170.1	62.4	29.2	63	0
"1155"	8	97	76	0.125	104.3	44.3	23.6	32	1
"1156"	12	125	86	0.175	282.2	114.4	59.4	79	1
"1157"	18	105	85	0.12	173.3	56.5	35.2	58	0
"1158"	18	121	95	0.16	323.2	109.9	66.4	68	0
"1159"	12	135	105	0.17	361.9	156.8	78.2	91	0
"1160"	5	43	30	0.03	7.7	2.3	1	2	1
"1161"	10	126	97	0.185	233.4	109.6	49.7	68	0
"1162"	6	70	50	0.07	36	13.1	9.6	10.8	1
"1163"	4	44	32	0.05	9.8	4.3	2	3	1
"1164"	16	105	86	0.165	172.9	75.2	38.9	50.3	0
"1165"	14	128	102	0.19	322.6	124.3	72.2	94	0
"1166"	13	130	103	0.18	266.3	113.3	69.4	81	0
"1167"	8	110	88	0.155	183.1	72.9	39	50	0
"1168"	9	105	75	0.12	126.3	60.9	22.8	38	1
"1169"	7	94	72	0.105	108.8	54	27.9	25.8	0
"1170"	11	125	98	0.165	236.7	103.4	47.5	78	0
"1171"	12	135	113	0.195	367.5	152.9	72.3	110.6	0
"1172"	8	99	76	0.135	101.9	41.3	23.3	33	1
"1173"	7	92	70	0.11	80	35.2	16.6	24.1	1
"1174"	9	130	104	0.155	273.6	123.7	57.6	73	0
"1175"	11	126	103	0.16	267.2	110.6	64.1	70	0
"1176"	7	66	52	0.08	38	15.3	7.7	13	1
"1177"	11	127	99	0.195	234.4	89	62.3	69.5	0
"1178"	7	74	56	0.09	43.6	19.9	10.9	12.3	1
"1179"	7	101	78	0.125	108.9	49.2	30	28.1	0
"1180"	13	106	85	0.13	143.4	42.3	33.2	51	0
"1181"	10	94	74	0.105	93.3	40.5	20.3	31	0
"1182"	12	113	90	0.185	185.7	60.4	36.1	53	0
"1183"	11	137	108	0.16	333.5	166.6	75.5	95	0
"1184"	20	130	103	0.175	296.1	105.9	54.4	105	0
"1185"	11	115	90	0.135	164.9	67.5	42.3	47.8	1
"1186"	4	49	36	0.065	14.2	6	2.6	4.3	1
"1187"	11	96	75	0.12	117.9	50.7	25.6	34.4	0
"1188"	12	121	100	0.175	219.6	95.3	46.4	75	0
"1189"	11	66	49	0.085	34.2	13.1	7.3	11	0
"1190"	6	72	56	0.08	35.1	16.2	10.1	14	1
"1191"	13	129	100	0.17	236.9	96.1	54.8	71	0
"1192"	13	97	75	0.145	117.7	47.7	23.1	38	0
"1193"	15	122	95	0.165	223.2	85.6	44.1	63	0
"1194"	9	90	69	0.12	83.3	33.1	19	27	0
"1195"	8	118	93	0.135	197.9	84.7	39.8	56	0
"1196"	11	126	98	0.155	245.8	107	58	67	0
"1197"	6	76	56	0.085	54.7	23	12.2	17	1
"1198"	10	93	72	0.12	95.3	38.4	22.5	32	0
"1199"	11	134	103	0.165	234.7	105.2	57	63.2	0
"1200"	10	123	92	0.15	205.3	98.7	40.2	54.9	0
"1201"	7	78	62	0.085	68.8	36.2	13.9	15.8	1
"1202"	10	121	91	0.16	224.3	106.6	54.6	54.2	0
"1203"	5	70	52	0.075	36	18	4.9	11	1
"1204"	6	81	57	0.09	52.9	25.3	10.1	15	1
"1205"	7	74	59	0.1	53.7	23.3	11.2	16.7	0
"1206"	8	116	90	0.12	173.7	83.6	29.5	52.1	0
"1207"	9	105	80	0.145	121.9	49.6	31.8	35	1
"1208"	8	95	71	0.12	96	46.8	20.3	27	0
"1209"	12	136	103	0.175	323.7	102.5	81.8	124	0
"1210"	9	111	81	0.12	182.6	91.7	39.2	41.3	0
"1211"	10	139	110	0.185	335.8	161	80.3	79.3	0
"1212"	10	130	103	0.175	293.2	135.4	60.9	80	0
"1213"	10	95	75	0.125	115.7	55.5	17	31	0
"1214"	10	123	95	0.155	200.8	89.5	38.6	57.9	0
"1215"	15	93	78	0.14	111.1	42.6	21.5	43	0
"1216"	18	127	100	0.18	262.4	105.8	49.7	97	0
"1217"	11	120	92	0.155	191.9	89.1	37.8	59	0
"1218"	14	146	117	0.225	446.1	247.9	84.4	112.6	0
"1219"	12	101	80	0.155	168.3	54.3	35.5	57	0
"1220"	10	128	98	0.135	220	97.6	50.1	58.5	1
"1221"	9	110	85	0.15	127.8	53.8	26.9	43.4	1
"1222"	10	99	77	0.13	138.1	62.5	35.8	35	0
"1223"	14	119	91	0.155	208.2	83.2	42.1	73	0
"1224"	6	76	55	0.11	51.2	22	10.7	15.1	1
"1225"	9	107	90	0.135	145.6	56.9	36.9	53	1
"1226"	10	110	90	0.15	202.9	81.4	40.3	57.5	0
"1227"	9	104	83	0.14	127.5	61.6	26.7	33.6	1
"1228"	8	82	67	0.115	88.1	38	17	27	0
"1229"	6	83	63	0.105	66	28.1	14.1	19	1
"1230"	9	105	84	0.16	151.2	54.9	34.6	55	0
"1231"	4	42	30	0.055	9.1	4	1.3	2.6	1
"1232"	4	32	22	0.025	3.9	1.5	1	1.2	1
"1233"	9	88	68	0.14	96.4	37.2	21.7	32	0
"1234"	14	141	112	0.22	396.2	163.5	61.7	152	0
"1235"	13	108	87	0.175	178.4	64.4	34.8	67	0
"1236"	9	91	71	0.08	90.4	43.3	19.9	25	1
"1237"	17	107	84	0.145	185.2	79.6	39.3	50	1
"1238"	9	119	96	0.14	182.5	81.9	36.5	57.8	0
"1239"	7	85	63	0.095	73.5	37.3	13.5	19.7	1
"1240"	9	118	92	0.125	151	66.8	30	47.6	1
"1241"	11	131	100	0.205	305.6	124.3	74.5	90.7	0
"1242"	12	133	105	0.18	285.8	134.3	58	80	0
"1243"	9	117	92	0.165	211.6	97.2	50	58.8	0
"1244"	24	138	108	0.185	323.9	106.6	70.6	111	0
"1245"	7	72	52	0.09	35.7	12.9	7.4	15	1
"1246"	7	66	45	0.075	37.4	18.9	7.9	8.5	1
"1247"	6	80	59	0.095	50.4	22.1	11.5	13.2	1
"1248"	10	127	99	0.17	273.9	131.4	61.1	73	0
"1249"	9	127	102	0.17	271.1	123.8	61	78	0
"1250"	7	61	46	0.08	31.2	13.5	6.9	9.6	0
"1251"	9	124	96	0.165	214.5	96.3	47	62.4	0
"1252"	8	116	91	0.13	170.4	82	34.5	45	0
"1253"	10	132	102	0.18	252.2	100	46.7	67.8	0
"1254"	7	73	55	0.09	46.9	21.6	10.2	12.5	1
"1255"	12	122	97	0.17	204.5	83.8	48.1	72	0
"1256"	10	88	68	0.13	83.9	30.6	23.1	26	0
"1257"	9	103	91	0.135	144.5	59	32.5	47	0
"1258"	8	101	81	0.13	120.3	60.3	22	36	1
"1259"	9	110	87	0.14	149	69.4	34.8	45.3	0
"1260"	10	113	86	0.15	166.2	84.9	34.7	43.8	0
"1261"	11	120	92	0.155	133.1	57	29.8	53.8	0
"1262"	8	111	86	0.125	140.1	67.9	27.1	41.9	1
"1263"	7	59	43	0.075	25.8	10	5.9	8	0
"1264"	9	72	56	0.105	39.8	13.9	9	16	1
"1265"	10	115	90	0.135	165.7	72.4	33.1	47.2	0
"1266"	12	124	99	0.18	251.1	115.3	50.8	71	0
"1267"	7	82	67	0.105	66.1	28.1	12.8	21	1
"1268"	17	155	114	0.22	406.4	147	95.1	131.7	0
"1269"	9	120	96	0.165	183.3	82.7	39.3	54.5	0
"1270"	10	130	104	0.15	247.6	109.9	59.2	66.1	1
"1271"	10	125	104	0.175	282.1	138.2	64.4	69.3	0
"1272"	7	75	56	0.085	63.1	37.4	9.2	13.4	1
"1273"	10	112	89	0.155	244.8	111.3	64.5	53.9	0
"1274"	6	59	43	0.07	24.2	9.4	3.1	8.1	1
"1275"	4	45	33	0.055	11.8	5.4	2.5	3	1
"1276"	9	105	80	0.125	139.3	73.8	27.7	32.8	1
"1277"	8	90	66	0.105	99.1	51.5	16.4	25.8	0
"1278"	9	109	82	0.115	135.3	58	31.6	44	0
"1279"	5	51	36	0.065	15.8	6.8	2.8	5	0
"1280"	7	101	80	0.135	144.6	75.4	29.8	35.6	0
"1281"	7	144	105	0.18	289	126.2	64.3	87	0
"1282"	10	123	91	0.15	186.7	76.4	49.4	52.3	0
"1283"	10	129	101	0.15	232.1	103.8	52.3	67	0
"1284"	10	143	117	0.23	414.5	173.1	81.9	113	0
"1285"	9	113	86	0.125	130.9	56.3	27.8	42	1
"1286"	10	110	90	0.15	175	72.4	35.1	55.3	0
"1287"	12	144	120	0.235	447.7	196.8	82.2	124.2	0
"1288"	8	54	39	0.07	20.4	9	2.7	6.8	1
"1289"	7	59	45	0.09	22.1	8.1	4.9	6.4	1
"1290"	9	112	89	0.18	180.6	71.5	40.9	59	0
"1291"	9	117	90	0.135	171	75.9	37.4	52	1
"1292"	16	110	88	0.155	189.2	62.6	36.5	67	0
"1293"	6	80	64	0.095	69.6	38.8	10.6	17.4	1
"1294"	12	110	82	0.15	157	56.4	37.2	55	0
"1295"	10	132	99	0.21	309.6	144.8	70.5	78.5	0
"1296"	8	94	75	0.13	104.6	42.8	26.4	29	0
"1297"	15	96	80	0.125	151.8	42.5	35.8	48	0
"1298"	15	139	103	0.175	303.3	115.6	82.1	78	0
"1299"	9	128	97	0.16	201.2	91.2	44.9	56.7	0
"1300"	11	136	106	0.18	305.8	152.7	62.3	80.5	0
"1301"	17	104	85	0.155	154.7	59.4	24.6	51	0
"1302"	6	77	58	0.095	62.4	28.6	12.7	17.2	1
"1303"	9	110	86	0.14	142.7	51.3	37.2	45	0
"1304"	11	93	68	0.11	69.2	28.5	14.6	22.6	1
"1305"	9	85	70	0.105	78.6	26	12.6	33	0
"1306"	9	117	92	0.145	186.7	95.6	36.5	47	0
"1307"	15	100	78	0.13	127.1	50.1	32.7	39	0
"1308"	9	105	84	0.155	168.4	85.6	28.3	40.9	0
"1309"	9	138	108	0.155	290.8	124.8	62.1	78	0
"1310"	8	110	86	0.14	168	75	43.6	38.9	0
"1311"	14	119	94	0.25	256.6	92.4	49.5	89	0
"1312"	8	110	83	0.135	162.9	85.4	37.1	35	0
"1313"	9	115	88	0.125	170.3	91.1	34.3	39.3	1
"1314"	9	129	96	0.15	238.4	121.1	51.9	57	0
"1315"	11	117	86	0.16	191	72.5	35.2	54	0
"1316"	15	93	70	0.14	115.1	40.3	30.1	38	0
"1317"	6	74	53	0.075	42.8	18	10.2	14	0
"1318"	16	108	95	0.155	243.4	106.1	61.5	68	0
"1319"	6	83	62	0.09	56.3	24.9	12.3	17	1
"1320"	9	115	89	0.145	169.4	83	38.9	44	0
"1321"	11	125	94	0.18	227.2	90.2	64.9	61	0
"1322"	16	93	75	0.135	120	44.5	25.8	46	0
"1323"	7	94	71	0.115	83.1	33.4	16.8	27.8	1
"1324"	7	83	65	0.1	77	33.4	16	25	1
"1325"	11	109	86	0.165	160.4	58.7	36.6	56	0
"1326"	19	101	85	0.14	170	55	32.5	57	0
"1327"	10	112	88	0.13	165.1	48.5	40.4	57	0
"1328"	12	92	71	0.11	83	43	16.4	26	0
"1329"	7	89	69	0.12	80.7	33.8	16.5	26	1
"1330"	7	80	61	0.1	68.3	35.2	12.5	17.3	1
"1331"	11	124	98	0.16	213.2	89.2	49.2	61	1
"1332"	7	98	93	0.125	104.5	47	26	28.2	0
"1333"	14	123	99	0.2	260.8	115.9	62.3	74.2	0
"1334"	5	53	42	0.06	19.3	8.5	4.4	6	1
"1335"	17	129	100	0.19	245.8	104.8	55.6	79	0
"1336"	8	128	95	0.14	214.5	97.9	45.9	62	0
"1337"	7	70	53	0.09	39.4	14.6	7.3	15.4	0
"1338"	13	125	94	0.145	357.1	135	49.4	64.9	0
"1339"	7	63	46	0.09	25.7	8.6	8	8	1
"1340"	12	147	111	0.22	466.6	247.9	72.9	123.9	0
"1341"	8	122	99	0.185	230.6	107.2	58.1	49	0
"1342"	4	26	19	0.035	2.1	1	1.3	0.7	1
"1343"	10	124	100	0.15	258.6	119.2	62.7	70.8	0
"1344"	9	115	96	0.165	215.6	102.2	41.9	61.2	0
"1345"	14	105	81	0.115	144	62.1	38.3	40	0
"1346"	9	125	98	0.155	223	96.8	55.4	61.9	0
"1347"	13	97	82	0.15	139.2	48.1	32.5	53	0
"1348"	9	101	80	0.165	145.8	53.5	31	50	0
"1349"	9	56	41	0.08	25.4	10.4	7.8	8.4	1
"1350"	11	122	94	0.15	232.5	113	51.6	61.7	0
"1351"	12	124	102	0.175	230.1	87.5	45.3	80	0
"1352"	7	92	75	0.12	98.3	44.1	17.6	34	0
"1353"	7	76	56	0.095	57.7	33	8.7	13.4	1
"1354"	11	62	47	0.06	24	8.3	6.6	8	0
"1355"	12	100	80	0.145	126	46.8	29.3	46	0
"1356"	10	141	107	0.22	373.2	185.8	76.7	87.9	0
"1357"	9	120	95	0.16	205.3	97	49.9	51.3	0
"1358"	13	107	81	0.175	254.1	109.6	65.3	67.4	0
"1359"	7	97	74	0.115	127.4	76	26.7	25.6	1
"1360"	5	63	47	0.08	36	16	9	9.4	1
"1361"	10	122	96	0.17	227.4	91.3	58	69.4	0
"1362"	7	83	64	0.115	60.9	24.3	14.7	18.8	1
"1363"	7	87	66	0.11	76	30.3	18.9	22	1
"1364"	13	86	67	0.12	88.8	31	22.9	28	0
"1365"	4	56	42	0.085	21.3	7.8	5.9	6	1
"1366"	10	123	104	0.15	268.7	125.8	52.1	69	0
"1367"	14	130	105	0.19	299.9	125.3	80.1	79	0
"1368"	11	106	83	0.115	118.3	46.6	31.7	36	0
"1369"	13	92	71	0.13	91.6	38.4	21.1	26	0
"1370"	7	68	50	0.075	35.3	15.7	8.1	10	1
"1371"	10	91	70	0.14	114.5	39.3	26.5	35	0
"1372"	9	128	98	0.18	272	130.6	69.4	61	0
"1373"	9	103	79	0.12	129.2	57	27.3	34.4	0
